"Time (UTC)","Gender","Age","Geography","Urban Density","Income","Weight","Screener Answer","Answer"
"2012-11-06 14:52:07","Male","55-64","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",1.1776471,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:09","Female","45-54","US-NORTHEAST-CT-Middletown","Suburban","$25,000-$49,999",1.105404,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:09","Male","35-44","US-NORTHEAST-NJ-Voorhees","Urban","$50,000-$74,999",2.2276999,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:10","Male","55-64","US-SOUTH-NC-Banner-Elk","Rural","$25,000-$49,999",1.4908022,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:09","Unknown","Unknown","US-WEST-NM-Los-Alamos","Suburban","$75,000-$99,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:16","Female","55-64","US-SOUTH-MS-Natchez","Suburban","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:15","Male","18-24","US-SOUTH-FL-Wellington","Suburban","$50,000-$74,999",1.1916284,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:13","Female","55-64","US-MIDWEST-KS-Norton","Rural","$25,000-$49,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:13","Female","55-64","US-WEST-CA-Bakersfield","Urban","$25,000-$49,999",0.5122865,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:13","Female","55-64","US-WEST-ID-Hayden","Suburban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:14","Male","35-44","US-NORTHEAST-CT-Westport","Urban","$100,000-$149,999",2.2276999,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:18","Male","45-54","US-SOUTH-VA-Richmond","Suburban","$0-$24,999",1.7143315,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:19","Male","25-34","US-SOUTH-DC-Washington","Urban","$25,000-$49,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:16","Female","25-34","US-SOUTH-DC-Washington","Urban","$25,000-$49,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:17","Male","55-64","US-WEST-CA-Los-Angeles","Urban","$0-$24,999",1.1776471,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:19","Female","45-54","US-SOUTH-VA-Richmond","Urban","$25,000-$49,999",0.8288947,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 14:56:19","Unknown","Unknown","US-SOUTH-TX-El-Paso","Urban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:19","Female","55-64","US-WEST-CO-Denver","Urban","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:24","Male","65+","US-NORTHEAST-PA-Altoona","Suburban","$25,000-$49,999",1.7463493,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:19","Female","65+","US-SOUTH-TX-Houston","Urban","$0-$24,999",1.0581287,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:22","Female","45-54","US-MIDWEST-MI-Jackson","Rural","$25,000-$49,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:22","Male","35-44","US-SOUTH-FL-Altamonte-Springs","Urban","$25,000-$49,999",2.063548,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:21","Male","25-34","US-MIDWEST-IL-St.-Charles","Suburban","$50,000-$74,999",1.1495767,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:26","Male","65+","US-WEST-WA-Liberty-Lake","Suburban","$25,000-$49,999",1.1937099,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:22","Female","55-64","US-SOUTH-TN-Lebanon","Rural","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 14:56:29","Unknown","Unknown","US-WEST-CO-Superior","Suburban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:25","Female","Unknown","US-MIDWEST-MN-Duluth","Suburban","$0-$24,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 14:56:24","Female","18-24","US-MIDWEST-IL-Wheaton","Urban","$75,000-$99,999",0.6355445,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:56:24","Male","25-34","US-MIDWEST-OH-Cincinnati","Urban","$25,000-$49,999",1.1495767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:59:32","Male","45-54","US-SOUTH-NC-Chapel-Hill","Rural","$50,000-$74,999",1.7143315,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 14:59:31","Male","55-64","US-MIDWEST-MN-Duluth","Suburban","$0-$24,999",1.1743572,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:03:05","Female","25-34","US-WEST-CA-Roseville","Urban","$25,000-$49,999",0.9446547,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:04:04","Female","Unknown","US-SOUTH-FL-Rockledge","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:04:07","Unknown","Unknown","US-MIDWEST-IN-New-Albany","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:04:08","Female","55-64","US-SOUTH-OK-Oklahoma-City","Suburban","$0-$24,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:04:13","Male","65+","US-WEST-NM-Los-Alamos","Suburban","$75,000-$99,999",1.1937099,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:04:06","Female","45-54","US-MIDWEST-NE-Beatrice","Suburban","$25,000-$49,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:04:07","Female","55-64","US-WEST-NM-Santa-Rosa","Rural","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:04:16","Female","Unknown","US-SOUTH-TX-San-Antonio","Suburban","$75,000-$99,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:04:11","Unknown","Unknown","US-SOUTH-TN-Knoxville","Suburban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:04:10","Female","45-54","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",0.7264175,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:04:19","Female","18-24","US-SOUTH-TN-Knoxville","Suburban","$0-$24,999",0.6743839,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:05:17","Female","55-64","US-WEST-OR-Portland","Urban","$0-$24,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:05:41","Female","25-34","US-NORTHEAST-NY-New-York","Suburban","$25,000-$49,999",0.9986669,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:05:59","Female","55-64","US-WEST-CA-Beverly-Hills","Urban","$100,000-$149,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:05:58","Unknown","Unknown","US-SOUTH-NC-Durham","Unknown","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:00","Male","65+","US-MIDWEST-IL-Elgin","Suburban","$50,000-$74,999",1.0142414,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:02","Female","55-64","US-MIDWEST-MO-Branson","Rural","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:03","Male","65+","US-SOUTH-GA-Covington","Rural","$25,000-$49,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:06:00","Male","25-34","US-SOUTH-FL-Panama-City","Urban","$25,000-$49,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:04","Female","55-64","US-MIDWEST-OH-Pickerington","Suburban","$75,000-$99,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:05:59","Male","55-64","US-MIDWEST-IL-Glenview","Urban","$50,000-$74,999",1.1743572,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:05","Unknown","Unknown","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:06:00","Male","45-54","US-SOUTH-FL-Miami","Urban","$0-$24,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:02","Female","35-44","US-MIDWEST-OH-Cincinnati","Urban","$25,000-$49,999",1.0257441,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:06:07","Unknown","Unknown","US-MIDWEST-NE-Omaha","Urban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:06:08","Female","45-54","US-SOUTH-FL-Mango","Suburban","$25,000-$49,999",0.8288947,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 15:06:04","Female","Unknown","US-SOUTH-FL-West-Palm-Beach","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:08","Male","65+","US-NORTHEAST-PA-Irwin","Suburban","$25,000-$49,999",1.7463493,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:17","Female","65+","US-SOUTH-NC-Havelock","Suburban","$25,000-$49,999",1.0581287,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:06:07","Female","35-44","US-SOUTH-GA-Augusta","Urban","$0-$24,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:06:07","Unknown","Unknown","US-SOUTH-TX-Farmers-Branch","Suburban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:06:08","Male","35-44","US-SOUTH-TX-Conroe","Suburban","$25,000-$49,999",2.063548,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:06:11","Male","55-64","US-WEST-CA-Escondido","Suburban","$25,000-$49,999",1.1776471,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:10:19","Male","35-44","US-SOUTH-TN-Memphis","Urban","$25,000-$49,999",2.063548,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:03","Unknown","Unknown","US-MIDWEST-IL-Chicago","Suburban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:00","Female","55-64","US-SOUTH-FL-St.-Pete-Beach","Urban","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:06","Female","55-64","US-NORTHEAST-ME-Portland","Urban","$25,000-$49,999",0.8150521,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 15:12:04","Female","25-34","US-SOUTH-FL-Jacksonville","Urban","$50,000-$74,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:04","Female","25-34","US-WEST-CA-Los-Angeles","Urban","$0-$24,999",0.9446547,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:09","Unknown","Unknown","US-MIDWEST-WI-Brown-Deer","Urban","$25,000-$49,999",,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:12:06","Female","35-44","US-MIDWEST-MN-Prior-Lake","Suburban","$75,000-$99,999",1.0257441,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:12:08","Male","25-34","US-SOUTH-AL-Andalusia","Rural","$25,000-$49,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:12:10","Female","45-54","US-SOUTH-TX-Houston","Urban","$50,000-$74,999",0.8288947,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:12","Unknown","Unknown","US-MIDWEST-OH-Gahanna","Urban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:12:11","Female","25-34","US-SOUTH-WV-Huntington","Suburban","$25,000-$49,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:12","Male","55-64","US-MIDWEST-MN-Bemidji","Rural","$25,000-$49,999",1.1743572,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:12:13","Female","45-54","US-WEST-NV-Sunrise-Manor","Suburban","$25,000-$49,999",0.7264175,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:13:10","Female","35-44","US-WEST-CA-Bakersfield","Urban","$25,000-$49,999",1.1191708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:17:26","Male","55-64","US-MIDWEST-IL-Washington","Suburban","$50,000-$74,999",1.1743572,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 15:18:10","Unknown","Unknown","US-SOUTH-FL-Winter-Haven","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:15","Unknown","Unknown","US-SOUTH-FL-Hollywood","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:10","Unknown","Unknown","US-MIDWEST-OH-Cleveland","Suburban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:12","Female","65+","US-SOUTH-FL","Rural","$25,000-$49,999",1.0581287,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:13","Male","25-34","US-NORTHEAST-NY-New-York","Urban","$25,000-$49,999",1.1159799,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:19","Unknown","Unknown","US-NORTHEAST-NY-New-York","Suburban","$75,000-$99,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:15","Male","35-44","US-SOUTH-TX-Austin","Urban","$25,000-$49,999",2.063548,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:16","Female","65+","US-WEST-NM-Las-Cruces","Urban","$0-$24,999",1.0223087,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:19","Female","18-24","US-WEST-CO-Denver","Urban","$25,000-$49,999",0.5860146,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:15","Male","25-34","US-SOUTH-KY-Louisville","Urban","$25,000-$49,999",1.1818841,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:19","Female","35-44","US-SOUTH-TX-Houston","Urban","$25,000-$49,999",1.3242941,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:20","Male","18-24","US-WEST-AZ-Phoenix","Urban","$50,000-$74,999",1.177885,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:19","Unknown","Unknown","US-NORTHEAST-MA-Billerica","Suburban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:32","Unknown","Unknown","US-SOUTH-TX-Boerne","Rural","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:26","Female","25-34","US-SOUTH-TX-Dallas","Urban","$25,000-$49,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Third party candidate"
"2012-11-06 15:18:19","Female","45-54","US-SOUTH-FL-Umatilla","Rural","$25,000-$49,999",0.8288947,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:20","Female","55-64","US-MIDWEST-MN-Austin","Suburban","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:27","Female","25-34","US-SOUTH-NC-Greenville","Suburban","$25,000-$49,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:24","Male","55-64","US-SOUTH-TX-El-Paso","Urban","$0-$24,999",1.4908022,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:27","Female","35-44","US-WEST-CO-Denver","Urban","$25,000-$49,999",1.1191708,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:35","Male","55-64","US-SOUTH-FL","Suburban","$25,000-$49,999",1.4908022,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:26","Unknown","Unknown","US-NORTHEAST-NY-Rochester","Urban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 15:18:28","Male","18-24","US-SOUTH-FL-North-Miami-Beach","Urban","$25,000-$49,999",1.1916284,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:29","Female","55-64","US-NORTHEAST-PA-Newtown","Suburban","$75,000-$99,999",0.8150521,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:18:30","Female","Unknown","US-WEST-CO-Lakewood","Suburban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 15:20:43","Male","35-44","US-NORTHEAST-MA-Brookline","Urban","$50,000-$74,999",2.2276999,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:26:07","Female","Unknown","US-WEST-CO-Denver","Urban","$25,000-$49,999",,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:26:09","Male","65+","US-SOUTH-TX-Kerrville","Suburban","$25,000-$49,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 15:26:05","Unknown","Unknown","US-SOUTH-VA-Lynchburg","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
